,reviews,sentiment
548, Watered down Disney garbage created to sell toys ,0
549,Wow! What a POS movie...So much talking. So much crying.. So much boring no action garbage. These high scores must be paid off. Don't believe the reviews. Stopped watching in one hour..and yes that first hour was painful. I can't imagine fighting thru another two hours. What a shocker. A three hour movie that stinks. Who's idea is it to make movies three hours?!?! Most of them are garbage.Skip this at all costs,0
550,"Amazing how Marvel has created this cinematic universe. So many good stories, all connected. This movie was long but great to watch.",1
551, Just a bad movie ,0
552,"This was rubbish. Loose story line that made no sense, a hulk that stays the hulk..what the hell disney. Stick to Mickey Mouse and Cinderella. You messed up an awesome franchise",0
553, Didn't meet expectations ,0
554,I feel like wasted my time and money on infinity as everything was reversed through time machine. So you never know if endgame will also be reversed in next film through time machine. Further first 2 hours are soooooo boring that you can skip and join for last one hour to watch action vfx.,0
555,Wow horrible weak Story..i feel like am watching epic movie and Meet the Spartans.......😒😒 don't waste your time watching this!,0
556, Why is this so popular????? ,1
557,"I feel so strongly about how bad this movie was I had to open an account on IMDB just to vent so I can get some closure on the matter. Firstly it ruined date night with the wife, usually date night ends with fun times .. but not after this .. I mean how could we ? The mood was dead, just like the plot. I loved Infinity war, so I was really looking forward to this. Half hour in I got that sinking feeling, I tried to shake it and stay positive but to no avail. I got to the point where it was so painful I made a conscious decision to rather have a sleep that to endure the dreadful plot and weak representation of our much loved hero's. We were lied to at the end of Infinity War. When Fury drops his pager and calls for Captain Marvel, we did not know she was would be accompanied by Major Disappointment. Her character was pitched to save the day but she was incapable of doing that - half the movie we did not even know where she was. As for the other characters, Thor / Hulk / Star Lord, I have no words, I don't know these people. Sigh.",0
558, Mistakes!!!Too many to even count..but I'll try ,0
559, This was the Second time I walked out on a movie ,0
560, Worst 2019 blockbuster ,0
561, Cheap sentimentalism and plot all over the place ,0
562, Disappointing rubbish? Dare I use such a title? ,0
563, A very bad written film. ,0
564," ⭐⭐⭐⭐⭐ ""WORLD #1 * !"" ⭐⭐⭐⭐⭐ ",0
565,"...and if I lasted more than an hour, I'd probably come up with more adjectivesthis is THE worst superhero movie in a line of really bad films. all the 'old' cast (who reeeaally got older throughout the marvel cineverse) looks like they've just came to get their final paycheck. it just feels forced, like a bad commercial, or like a prog rock song that should've ended few minutes ago. none of what we see makes any sense, there's no sensible plot , even ""fun stuff"" comes off as rather sad. and that's the word that describes the final (?) avengers movie the best way - sad...",0
566, A huge disappointment ,0
567, 1/10 ,0
568," ⭐⭐⭐⭐⭐""PHENOMENON""⭐⭐⭐⭐⭐ ",1
569,After Infinity War I had huge expectations. Unfortunately I think it doesn't follow the comic book at all because they wanted some kind of closure of the story. I saw a lot of 10 star reviews and I cannot believe the majority of people like this movie more than Infinity War. I'm not saying it wasn't entertainment to watch but the feeling is that all heroes were forced to fit in a movie paying a big price to the story. There are moments in the movie where the rules from all other Marvel movies are broken and characters which were build over hours of screen time were reduced in order to make space for others. The story is average at best with big flaws.,0
570, Extra star for CGI. ,0
571,"I don't even know where to begin on this dumpster fire of a movie. It really made me emotional. Not because it's sad but because I'm in disbelief that I live in a world where this horrible thing not only exists, but is also the most profitable movie of all time. It was really hard to get through this movie because of how insufferably boring it was.I guess I'll start from the beginning:The first hour of this movie is so irrelevant that if you removed it, the plot would not be effected at all. I sat there for 64 minutes (yes, I was counting) WAITING for something interesting or exciting to happen.Hawkeye is literally a disgrace. In many ways. The fact he became a crazy murderous assassin and the Avengers knew about it the whole time but ignored it for years, the fact he's not deaf like his character should be (although that doesn't relate to this specific movie so it didn't effect my rating), and the fact that his character didn't die instead of Nat's.That whole ""No! If anyone's gonna die here, it's ME!"" ""No, I'm gonna die!"" ""SURPRISE, it's ME that's dying!"" fight they had was fun and stuff but we all know that he was the one who really deserved to die and the fact he didn't is anger-inducing to say the least.Thor is another disgrace. I usually love Thor and they turned him into a joke for everyone to make fun of. Is this how they treat depression and PTSD? Fat jokes and fortnite? Really? Did a 12 year old write this script? I'm not even going to get into the travesty that is their ""Hulk"".And on a slightly different note, I'm mad that they found some way to bring Gamora back and yet they couldn't be bothered to revive Loki, a literal god who has died many times before, back to life. What?!?! And yes, this effected my rating because Loki is an iconic antihero and he DESERVED to be in this movie to help them fight Thanos.Small thing that upset me but not enough to effect my rating: Tony not being more upset about losing Peter. It took him awhile to agree to the time travel thing which I understand because he was worried for his daughter, but he also has a SON. Peter literally treats him like a father and this man had the audacity to say ""hmm, maybe we shouldn't"" while cleaning off a picture of them together that he had FRAMED inside his house?Speaking of Peter, he's the only reason I agreed to watch this movie and he shows up 2 hours and 17 minutes into it. That being said, the part where Tony and Peter reunite and they hug and Peter is like ""oh, this is nice"", was the single greatest part of the movie for me and is the entire reason that I rated this a 3/10 instead of a 1/10.Finally, what is with that time jump thing? So, it doesn't get reversed and all the disappeared have been missing for 5 years. How old is Peter then?! I know his body is still 16 but for all intents and purposes he's technically 21 now, right? He's still in high school at 21? Can he drink alcohol if his legal age is 21 but he's physically only 16? Like if he shows his ID, it'll say he's 21 right? How does this time jump fit into the Marvel universe and how do they work around it? These are the questions I have and there are many.My final rating is 3/10, like I mentioned, specifically because of the Tony and Peter hug. But also for Tom Holland because he did such a great job in the five seconds of screentime he got. He's truly the best Spiderman yet.I didn't want to watch this movie at all but was convinced. I wish I had listened to my gut and never watched it because I wasted three hours of my life.",0
572,3 hours out of my life I will never get back. not worth the hype. you think the soap opera is done by the ultimate battle. think again. let us milk it and release another spider man. geez a lou.,0
573, It's just Fan service ,1
574, Poor Thanos :( ,0
575,This film has practically no story.It is just Marvel throwing everything at us hoping to justify its budget with drawing all sorts of fanboys and of course they succeeded. The part where Thor drinks earth beer and belches is so stupid.Fin.,1
576, The movie is bad ,0
577, Disappointed ,0
578,"Can't believe how long this film was, it was far too long and far too spread out. The characters were overly simplistic and there was too much action scenes for the characters to really develop and show off their personalities. After the film I could barely get up it really made me and my lovely Mother's backsides very sore after sitting down for over 3 hours at once. Not only is this film immensely overrated but it hurts people's bums as well!",0
579, The longest Audi commercial ever ,0
580, Awful. The worst avenger yet ,0
581,"Horrible, wrapping things up for the sake of wrapping things up. Random stuff thrown together with no meaning or story.",0
582, I AM DONE WITH MARVEL AND DISNEY!!! ,1
583,If u r a marvel emotional fan then the film is for you don't have too much expectations like previous marvel movies,1
584,The movie is not even worth half the rating it has got! It should be 3 or 4,0
585," The timeline works, but wait....... ",1
586, Too Predictable ,0
587,Glad I only wasted $4 watching this awful movie. 3 hrs I never get back . I really liked Guardian of the galaxy and infinity war . But this is just trash .,0
588,"Infinity War by far the best Marvel by a long way. However Endgame half the film was boring and only the last 10 minutes had an resembles to Infinity war.Thick Thor, Professor Hulk brilliant the rest average.",0
589,The most hyped up soap drama of all time. lots of nothingness and pointless battle Thanos just sucked in this movie,0
590,"More than 2 hours of drama and only minutes of action...or at least that's what it felt like. Also, tons of that annoying Hollywood epic type of music to make me consider muting it.",0
591, Expected too much ,1
592, Is this movie from the same guys who made The Last Jedi?? ,1
593, Snooze.... ,0
594, stupid movie ,0
595, I wanna be your endgame ,0
596,"After just finishing watching each of the marvel movies in chronological order so everything was fresh in my mind I was anxiously anticipating this movie. I couldn't have been more disappointed. I would have been happier if they'd made no end game movie and just left things open ended after infinity war. I felt the same disappointment after watching a DC movie, and marvel seemed to be the only hope left with super hero movies, and this sadly proved me wrong. They wasted so much time on going back in time with the infinity stooges and going into boring time lines and not enough time filling in blanks and expanding more on the characters we loved the same way they did in IW. It's sad this is how all these years of movies was wrapped up. What a disgrace. I actually left the theatre angry. I don't agree with how they left things with Thor, it doesn't line up with his character at all. It's like there were new writers and directors that had no idea who these characters even were and just tried to be funny.",0
597, Like Eastenders with capes. ,0
598, time travel? ideal for plot holes! ,1
599," A little less conversation, a little more action... ",1
600,One of the best comic book movie villains was ruined. Who writes this thing? Time travel? Really? Result: Film full of plot holes. Unsatisfying deaths of main characters Tony and Natasha. Previously cool - now ruined characters Thor and Hulk. I feel like Thanos today.,0
601, This movie is insulting. ,0
602, Not in the same league as Infinity War -Boring Zzzz ,1
603,"I personally have not been a fan of the avengers since the russo brothers took over. The acting in this film was like watching a middle school play. No emotion from anyone except jeremy renner and rdj. Way too long and the plot was just stupid, i think this goes to show huge budget definitely doesn't make a amazing movie.",1
604,"I don't understand the hype behind this movie or most of the Marvel movies. I went into this movie open minded after hearing everyone tell me how great it was and after the first hour and a half I was bored. It's almost as if Marvel has started to make comedy movies rather than super hero action movies. Now I am fine with having some comic relief but holy hell. For starters, they completely ruined the Hulk and Thor who are two of the most powerful and captivating characters. I don't understand why they just decided to have the Hulk become a big joke of a character but they did. I thought his main thing was that he was angry all the time which made him way more interesting than a science nerd but ok I guess so. Then they decide to make Thor just a slob that drinks beer and plays fortnite. I saw Korg holding the controller and thought to myself ""if they are playing fortnite this movie is embarrassing"" and believe it or not they were. I could not believe it when I saw what they did to Thor. The God of Thunder and King of Asgard has a mid life crisis after losing to Thanos when he has 1000 years of being a battle tested warrior and is now an overweight bum and is that for the ENTIRE MOVIE. The other thing in this movie that made me mad was that they tried to force all of these character relationships onto the viewer. I do not care about Hawkeye and Black Widows weird romance/friendship because as far as I can see, they are both kinda useless in the grand scheme of things. Honestly they both probably should have died in the first avengers but we will blame plot armor for that one. I also do not care about captain America and Peggy's relationship or Tony Starks new family that is a thing when the movie just jumps ahead in tome 5 years. This is probably because I think Pepper is one of the most annoying movie character of all time. The last thing I will rant about is the fighting. For a 3 hour movie you would expect to see some cool fight scenes but no. We got a bunch of fast moving shots and a lot of different characters running with the gauntlet. To make matters worse, Thanos was just so not intimidating in the slightest. It's almost as if he stood 0 chance and everyone knew it. Overall this movie was 3 hours of superheroes sitting around telling some dumb jokes that people think are hilarious for some reason and then winning the battle with little trouble. Other problem with the movie: 1. Bucky should have gotten Captains shield 2. Time travel? Really. Stark figures out time travel in 30 minutes after 5 years of sitting around and it works without any problem besides when captain America fought his past self and somehow nobody in the building saw it. 3. Thor joining the guardians is cool but also WTF 4. Captain Marvel should have just stayed with the avengers and try to fix the problem rather than run off to other planets and come back at very convenient times. Total cop out 5. The hulk should have fought thanos. Total blown opportunity",0
605, Predictable movie ,0
606,"As a huge fan of marvel I can say that the characters I know and love that I expected to see in the grand finalé of a 22-movie saga, where nowhere to be found. Fat Thor was played off for jokes too much. Captain America was more Thor than actual Thor. Professor hulk was just a boring character. Thanos was nothing like how he was in the infinitely superior ""Infinity War"". Time travel rules was just cheap writing. An easy way out of a complex predicament crafted by two people with minimal creative abilities. The plot was littered with holes and just boring. This movie was not exciting. One of my biggest problems was the stupid one-liners and cheap jokes. This movie was not meant to be funny. There is room for humor, but there also needs to be room for plot and suspense and seriousness. Another of my biggest problems was cap lifting mjolnir. I have no problem with him lifting it. But it was anti-climactic. Good idea, but butchered in execution. I don't say this lightly or out of arrogance or vanity, but I, as a 15 year old kid could have created a better movie. Also, the greatest part of the film: Joe Russo got cast as the gay extra in his own movie.",0
607," Seriously, everything was leading up to this? ",0
608, Why the hype? ,0
609, Time travel ruined everything ,0
610, It didn't deliver for me ,1
611," okay, but definitely could have been better ",1
612,Are those people who rated this higher than a four suffering from cognitive dissonance? It seems you all allowed the hype to inect your thinking and judgement. This is in my opinion the worse film in the Marvel universe series followed by civil war. To many characters a (story) so so lazy that wasonly written to try and tie the strands of the universe together. The film is at least 1 whole hour to long and is frankly boring. Disney are in danger of destroying this franchise like they have ruined the star wars saga. Why have they ruined the hulk who is now a cuddly bubbling idiot with everything that made him one of the most loved characters stripped from him. Even the set pieces are so so nothing different nothing original. People on here need to start telling the truth because a rating averaging 8.6 is simply a lie. Go watch it and review it without society's cognitive dissonance about this film running through your brains. 4/10 the worse in the series.,0
613,"What a waste of 3 hours. Too long, boring and ridiculous.",0
614,"All the hype and then we had a very bad movie, Infinity War was a great build up for Endgame but the approach was so so bad, time travel to save the dead was a very bad move, so no drama and the end couldn't save the movie, and I'm still wondering why all the hype over Captain Marvel and at the end she was useless?..... Well 2 is more than enough for this mess",0
615,Endgame was hands down the worst entry in the Marvel cinematic universe. I've had random bouts of depression ever since i saw this film. It ruined so many of the films that preceded it i have no words. Zero stars if i could.,0
616, A good movie but nothing new to offer. ,1
617, Bad casting ,0
618, No. No. No ,0
619, Need to do more with Thor ,1
620,"Mediocre in the extreme for easily pleased geeks who have zero appreciation of real cinema Too many characters, poor script and cringe worthy dialogue all add up to making a predictable mess of a movie.",0
621,"Two hours of boring talk, 45 minutes of action. Overblown and self indulgent.",0
622,Story not good .. that's way i don't like this type of move.,1
623, How??? ,0
624,"The movie was made for only two things, the first eliminate all the old actors with a supposedly amazing end, that is just Fan service. And the other fact is that Marvel just wanted to make money however they could do something more impression.I have to admit that the special effects were fantastic and the movie was really funny to watch.",1
625,"To be fair, it would be tough to top Infinity War, but was this seriously the best script they could come up with? The time travel trope was played out two decades ago, so why rehash it again? No idea, but the studio reheated some ""Back to the Future"" left-overs and went for the lowest hanging fruit on the tree.Okay, so now Stark and cohorts are going to fix is all by going back in time and ""pre-stealing"" the infinity stones then politely returning them the instant they were stolen to begin with presumably to ""not effect"" the timeline. Except, they already affected it when Loki ran off with the Tesseract when they bungled the first attempt. So what came of that? A giant, gaping plot hole is what.The whole sequence exists simply to remind the audience that Captain America still hasn't gotten over his first love, who by the way is about 60 years old at the time they visit, but she looks just the same. And flat attempt to make the audience feel empathy for Stark as he engages with his father commiserating on parenthood which is conveniently placed before he dies.Finally, the culmination of the Avenger's time travelling hi-jinks come to fruition when one of the smartest guys around, Banner-Hulk, puts it on and makes a wish. What does he wish for? To undo Thanos' eradication of 50% of the life in the universe. Makes sense right? But he's supposed to be a genius. Wouldn't a better wish be: Thanos was never born? Way more lives saved that way. But why didn't he? Plot There was a need to send Tony off with a heroes death which fell flat.So, to save Hawkeye, Future Nebula kills her past self with no apparent effect. If you died in the past wouldn't you cease to be in the future? Simple logic. Never mind, this movie jumped the logic rails shortly after title splash rolled.Ultimately, the movie plays like a Michael Bay boom fest and that's all it really has going for it. The script is cringe worthy and written with one goal in mind: To give the actors whose contracts were up, a way out of the Marvel Cinematic Universe. Technically the movie is superior, but the writing is rubbish.",0
626,Way to long of a movie probably could of cut an hour out of it and it wouldn't have made a difference. Probably one of the worst Avenger movies I've seen. Very slow to get to the point and it do not hold my interest or my husband's.,0
627,"It's true what the scorsese said, this is just a children's playground. Most overrated movie of all time",1
628,"Poor plot, dialogue and characterisation. Don't bother",0
629, The movie is OK. ,0
630,"It could have been better, the first part had a more complex screenplay.",0
631,It missed some feather for thor. Maybe a cooking scene with Hulk. Would like to see a shower scene but just for the bubbles not for the actors. No really... was it a joke. Didn't get the buzz for this crap. Not so innocent as it seemed in its poor hidden messages anticipating the future makeover of the Marvel universe... and it's fall. Sign me out.,0
632, As bad as sequels can be ,0
633, Not super good. ,1
634, Good special effect... and that's it ,1
635,"Love adventure, superheroes and Marvel, but this movie was awful and completely booring. This should have been made into a 15 minute ending of the previous movie. Don't understand who this appeals to. We were a mixed gender group and all of us just waited for it to finally end. Don't except anything exciting or interesting. The plot is easy to see through and they fail miserably to create any emotional connection with the audience.",0
636,"This movie was disappointing! It didn't make sense to kill off Thanos in the first 10 min of the movie.The whole timeline opens up to many plot holes.You can tell Captain a marvel was an afterthought. They literally had he on the movie for 15 min runtime!This movie could have been saved if:1. No Time Travel 2. More Captain Marvel 3. Less Grieving scenes, (We get it) 4. More Actjon!!!",0
637, Boring!!! ,0
638,"It was a long time ago that i saw a movie this bad. It was a mix of Grease, Dirty Dancing and Star Wars combined. The endless tear-pulling scenes with heavy music and long faces. Storylines bouncing from left to right. At one point all wizards, superheros and comic heros came out of nowere to help fight the bad guy. It made no sense whatsoever. You have to be under 11 to appriacte this story. Sesame Street is a philosophical and deep story in comparison to this bad excuse for a movie.",0
639, Time travel!!!!!!!!! ,1
640, Hounestly a garbage movie ,0
641, Boring ,0
642,"Nothing to say a pop corn movie, marvel must to create R category movie",1
643,Garbage that fits with today's over blown pc generation of over thinking and numbing lifeless endings. Not a fan of these films and this was the worst considering the waste of talent and plot that just seemed to be about over the top nonsense. The sad thing is how many people fall into the trap of thinking this movie has any validity of reality!!,0
644,"Seriously how did this junk made so much money is beyond me are people really crazy they don't know what they have done,this film is pure nonsense,and i hate to say this Thanos was a total looser here also what happened to hulk its a shame people will realise this in future that what a load of crap nonsense this was a total waste of time and money,it should have not even made 50 bucks at box office that's how bad this is,Scarlet Johannson was sacrificed in this mess just so people can shed a tear and throw money at the screen ,this makes me wonder the makers and people really enjoyed killing her black widow and iron man for cash ,both of them are dead now.,besides that this film is contagious cesspool of bad Cgi ,horrible cheesy Dialogs and Cartoonish action,and they say this can match avatar 2009 avatar was a masterpiece holds great repeat value then this any day,endgame holds no value as a film at all forget about repeat value,how is this a film it does not even qualifies for direct to Disc DVD Or hallmark movie,i feel like this is a bad joke its so bad that you cannot even tell it to yourself alone my rating is 1/10.skip it do not waste your time and money on this the whole world already wasted.",0
645, Badgame ,0
646,It is the worst scenario ever . How could you defeat the most powerfull character in the marvel universe as he is child ? And All of the logic errors ?? Making Infinity War : MARVEL PARADOX: 1-In the First movie kill many important characters 2-Oh no ! we can't get money without them we have to save them ! 3-Save them with silly time machine or incredible things 4-Show off them for 10 minutes . 4-Repeat,0
647, How did they mess it up that bad? Good films for years... Until now. ,0
648, It looks great but very plastic and no real content and the story is bad ,0
649, Oh dear. I can't believe how diisapointed I am. So dissapointed. I wanted to cry. ,0
650,How did I not recognize Karen Gillan as nebula !! Funny at times otherwise kinda ridiculous,0
651, The ending made all 22 movies worth it ,1
652,"Right in the beginning, you know how the movie is going to end...the good guys are going to win. How anti-climactic that was.. The stage is not set right (half of all humanity is gone, but the enormity of that is not explored...)...when you have Thanos give his explanation as to why he did what he did, I found myself thinking - well, he actually has a point. In the meanwhile, every single superhero is given time to fight, say some cute things, some say a few smart things, a few even manage to say profoundly philosophical statements... The quantum physics explanations used to explain how things are done, are plainly non sense... ..they just made stuff up as they went on. Alls well that ends well. Except we spent 3 hours to find that out.",0
653,"Ok so first off the bat.. I'm not a big fan of superhero films.. I've enjoyed a few but I'm no fanboy. Seeing men in tights with big letters on their chests just doesn't do it for me. But I do like Batman Begins as an example of some guy in tights still been a good film.. I like gritty and a little dark my super heros. I liked some of the X-Men franchise. (I,II, Future Past..) These were sometimes intelligent and interesting. Sadly to me the whole Avengers franchise has felt like a dumbed down version of the X-Men films.. It's basically a lot of ego centric stereotypes wise cracking at each other and showing off..Sadly that's what I got from watching this. The first hour was terrible. Spoilers potentially! It gets better in the second half for a while. The actors show some emotion! Wow.. some years are shed. The wooden acting still shines through however.. I mean I'm surprised at the high ratings for this film. It seems like everyone a just forgiven the huge plot holes, poor acting and unnatural script writing and ultra predictable stereotypes .. and everything that's bland and wrong with this film... Because... It cost a boat load of money? Has a lot of secrecy around the ending(s)? I actually stopped watching with about 30 mins left.. after the big battle where everyone is thrown together to fight off this guy who by that time we don't even care what happens to him anymore anyway.. it's all just a big mess if you ask me. I really don't get it. So many plot holes and WTF moments? It's just all so wooden.. Like Guardians of the Galaxy but less funny, fun or relatable. The CGI was disappointing. The hulk character had no life in him.. and neither did the actors sadly. Half of the planets population is wiped out by badguy. Avengers just sit around and wise crack at each other like it's just another day and another baddie to get.?! It's just silly. So so silly.",0
654, Very disappointing. ,0
655, A MARVELlous failure ,0
656, Men are included for comedy ,1
657," For film industry's sake, stop comparing it with 'The Dark Knight' (2008) ",0
658, Worst Avenger ever ,0
659, Endgame ,1
660,"This is the worst superhero movie that I've ever seen since Avengers Infinity Wars, Captain Marvel and the reboot of Fantastic Four. All of those movies are masterpieces compared to this heaping pile of trash.The only good thing that has come out of this movie is the memes. The pacing is agonizingly slow, the story honestly doesn't make much sense at all. The fact that the Russo Brothers and Kevin Feige himself have to spoon feed you how brilliant and amazing this movie is goes to show how.bad it truly is.The characters that we all once knew and loved have now become boring, robotic sleeves to Disney. They are just there for a paycheck at this point, and boy did they get a huge one for some lackluster, boring and honestly some of the worst performances I've seen on screen in my 24 years.Get ready to see Robert Downey jr. Acts like he is in a high school play with his children, the only genuine father figure that actually seems real is Jeremy Renner in this film, otherwise it is ridiculously boring, full of potholes, and it's just a giant flashback and re-use of old footage that honestly gave them material that they should have used differently.I'd like to say that we as Marvel fan's have been strapped in a chair. We can't move, the room is dark, and then Kevin Feige and The Russo Brothers turn on the blinding lights and all walk in with spoons in their hands. They then proceed to, one by one, spoom feed us things like ""This movie is a masterpiece."" ""The reason why that didn't make sense is because we forgot to put it in."" "" We're so talented. Please waste your money on our talentless, bland films that we only make to make toys, merch and statues that people pay thousands of dollars for."" "" We haven't completely checked out and are desperate for new talent."" As you slowly lose conscience and black out.If you're looking to be in pain, by all means go and see this movie in the theater, but if you'd like to skip the boring Parts like I did, rent it on DVD. It's not worth buying nor is it worth watching more than once as some people have. To those people, I pray that your brain's get better >¤<",0
661, What a waste of 3 hours of my life! ,0
662,"...only to - after almost 2.5 hours of boring preparation - end up in a happy ending and of course more CGI laden version of ""Avengers: Infinity war"" with all the protagonists ever to have been in Marvel movies appearing on screen in a CGI festival which shows the true dilemma of modern movie making and the the Marvel world in special. They wanna pack it all in and in the end they get nothing, mixing it all up in a terrible way. We suddenly have Captain America to hold Mjölnir, Pepper Potts got a suit and fights (aargh!),Scarlet Witch seems to be the most dangerous opponent to Thanos, Thanos being apparently stronger without the stones (so don't go for them, dumb ass!) and among that all we have valkyrie riding her winged horse, just to mention a few. The only good scenes are the ones with Thor, and they are also the only ones where the emotional side is delivered in a believable way. Which is also a hint where the true magic of such movies _could_ be: telling stories of myths and magic, and not CGI overkill movies. Sadly, that's what we got once more, and the typical US approach anyway. So, this movie is nothing but 2.5 hours of time waste to end up in roughly 20 minutes of senseless CGI pseudo battle. If you watch it to be able to judge for yourself and get another idea of contemporary movie making, you can do that while making the dishes or doing something else useful in parallel.",0
663, Smooth landing to an amazing 11 year ride ,1
664, Neah ,0
665, Absolutely Terrible ,0
666,"After the pretty decent Infinity War, here is this one. What a disappointment! While Thanos is supposed to fight with Eternity, Order, Chaos, the gods from Asgard, from Olympus, we see a fat ""god"" of thunder saying silly things, and some stupid time travelling arcs.Wasn't it smarter to give a call to Rama-Tut?Plus, how can the Avengers hope some victory without Norinn Radd and Warlock?This makes no sense. Plus, we got superheroes who never wear a mask, and some ridiculous shots of super-girls. We're happy to see that wearing an armor from Stark's requires no special ability or training.",0
667,"So, i loved ""infinity war""and I was hoping for something better, that would blow my mind. After 2 hours i was checking my watch, that bever happened to me at an ""Avengers"" movie. I went out of the cinema demandibg my 3 hours back. This movie is a 6 at best, i gave it 1 just to balnce the stupid high 8,9 rate.",0
668, You thought Cpt Marvel was bad? ,0
669, The fast and furious of comic book films ,0
670, Mediocre movie ,0
671,"I expected so much from this film but just feel so disappointed by it. A poor and incoherent story with so many contradictions within it plus a total waste of my favourite character - amongst others (like Thanos himself). I did go and rewatch it in the cinema a second time and realised that, without all the excitement and expectation I went in with the first time I was just really really bored.It did have some nice ""moments"", especially the anticipated big fight towards the end. Some characters get a good inning - love Antman and, of course, Iron Man but this is my least favourite MCU film.And the ending...........sigh!",0
672,This movie is a masterpiece the idea of time travel is absolutely amazing cap lifting Thor hammer mind blowing but my favourite scene is portal and I am iron man you must see this movie,1
673, How i thought this movie should have unravelled.... ,1
674,"I had no choice but to watch it to finish the sequence. The worst of all the Avengers movies. Apart from some action scenes all the rest it is pure lame dialogues and poor performances. Purely made to make money out of a ""trendy"" public that are rating this movie high because I've never met one single person who has read the comics and like this garbage. At least, there will be no more of this, I hope.",0
675, Captain America ruins it ,0
676,"Completely shocked at how bad this is. Thought marvel did a great job with infinity war, with character development and tying the story all together.Endgame is the exact opposite. Back to the cliche terrible jokes, no character development. Focus on the worst actors, almost no screen time for all the most talented members of the new marvel cast.Back to the drawing board required for next avengers movie.Genuinely awful film!! So disappointed.",0
677, Infinity war was soooo much better ,1
678, Absolute total krap ,0
679,"I have nothing to say except this movie is overrated and the only reason why people went to it was because, Infinity War ended with a cliffhanger.",0
680, Nothing but CGI ,0
681, most overrated movie ever ,0
682, Pathetic ,0
683,If you like spending three hours listening to explosions and ridiculous plot then this is the movie for you.,0
684, Movies are a matter of taste...And this movie is really bad taste ,0
685,"Disappointing, Emotional BS, Family BS, Random Moments that try to be funny, Overpowered Women, Underpowered Thor, Boring 1st Hour & many more....This movie was a disgrace to the entire franchise. Watching the avengers & other marvel movies that all lead up to this.... Hell No!To all reading this review Do Not watch Marvel movies like I did; all those expectations lead to this... :-{ Investing all those hours & emotional energy & it all went down the drain.I give the movie a 4 for the action scenes & the VFX, the rest was just Underwhelming.",0
686, Mind numbing. I just had to turn it off. ,0
687,"So..um...other than to wrecked up Thanos's battle ship, Captain Marvel should be the one who defeat Thanos, right? That's what all the fuss about, right?? She's not supposed to be taken down so easily, right?? If she were strong enough, Tony wouldn't be dead, right?????I thougth Capt. Marvel is the one who will deafeat Thanos, i wonder how will it be. Then POOF! In the end the stones did the job.Omg..so confused...",1
688, Confused ,0
689,"It was ok, but not anything spectacular. I mean, the story was doubtful and the puns were dusty... Thanos had the infinity glove specially made by the dwarves of a goodly universe, but Tony starks tech could magically handle the celestial power... come on...?!?!",1
690, Dire ,0
691, Wut? ,0
692, Plot holes ,0
693,"Yes, you heard it right. It was very badly written. Like the time-travel system is so weird. They tried to be unique with it but failed.",0
694, Thank Thanos that's over. ,1
695,Could have been an hour and a half and twice the movie.,0
696, Great ending ,1
697,I am literally 3 hours closer to the grave with nothing of note to show for it.,0
698,"Marvel, since under Disney management, fails in innovating and goes for the safe route of recycling its blockbusters. The movie feels like a weird mix of burger, pizza, skittles and Ben&Jerries. Very disappointing of Marvel.",0
